book_name,book_text
put_me_in_the_zoo,"I will go into the zoo. I want to see it. Yes, I do. I would like to live this way. This is where I want to stay. Will you keep me in the zoo? I want to stay in here with you. We do not want you in the zoo. Out you go! Out! Out with you. Why did they put me out this way? I should be in. I want to stay. Why should they put you in the zoo? What good are you? What can you do? What good am I? What can I do? Now here is one thing I can do. Look! Now all his spots are blue! And now his spots are orange! Say! He looks very good that way. Now look at this! What do you see? Green spots! As green as green can be! Violet spots! Say! You are good! Do more! Do more! We wish you would. There's a spotty yellow dog up a tree. I can do more. Look! This is new. Blue, orange, green, and violet, too. Oh! They would put me in the zoo, if they could see what I can do. I can put my spots up on this ball. And I can put them on a wall. I can put them on a cat and I can put them on a hat. I can put them on the zoo! And I can put my spots on you! Look at this, now! One! Two! Three! I can put them on a tree. And now when I say ""One, two, three"" all my spots are back on me! Look, now! Here is one thing more. I take my spots. I make them four. Oh! They would put me in the zoo, if they could see what I can do. I take my spots, I take them all, and I can make them very small. And now, you see, I take them all and I can make them very tall. And when I want to have more fun, I take my spots and make them one. CRUNCH, CRUNCH, CRUNCH, CRUNCH, CRUNCHA, CRUNCHA, CRUNCHA, CRUNCH. Yes, they should put me in the zoo. The things my spots and I can do! See! I can put them in a box. I take them out. They look like socks. And I can put them way up high. Up, up they go! I make them fly. I put them high up in the air. My spots fly here. My spots fly there. I call them back, now, One! Two! Three! Now all my spots are back with me. Tell me. Tell me, now, you two. Do you like the things I do? Tell me. Tell me, now, you two. Will they put me in the zoo? We like all the things you do. We like your spots, we like you, too. But you should not be in the zoo. No. You should NOT be in the zoo. With all the things that you can do, the circus is the place for you! Yes! This is where I want to be. The circus is the place for me!"
sleepy_kittens,"Three little kittens loved to play. They had fun in the sun all day. 

Then their mother came out and said, ""Time for kittens to go to bed!"" 

Three little kittens started to bawl, ""Mommy, we're not tired at all!"" 

Their mother smiled and said with a purr, ""Fine, but at least you should brush your fur."" 

Three little kittens with fur all brushed said, “We can’t sleep, we feel too rushed!” 

Their mother replied with a voice like silk, ""Fine, but at least you should drink your milk."" 

Three little kittens with milk all gone, rubbed their eyes and started to yawn. 

""We can't sleep. We can't even try!"" Then their mother sang a lullaby. 

""Good night kittens, close your eyes. Sleep in peace until you rise."" 

Though while you sleep, we are apart... your mommy loves you with all her heart! 

Three little kittens aren't sleepy at all! So Mama Cat brushes their fur, gives them some milk, and sings them a lullaby. Then one, two, three little kittens drift off to sleep. 

With gentle, rhythmic verse, little ones will love to snuggle up with these soft, cozy kitties at bedtime."
sleepytime_bluey,"It's sleepytime at the Heeler house. Bingo is on her second book with Mum, while Bluey is already fast asleep. Now it's time for lights out. Bingo wants to do a big-girl sleep and wake up in her own bed. ""Sweet dreams,"" Mum says. ""Remember, I'm always here if you need me."" Bingo holds Floppy close and drifts off to sleep. She begins to dream. CHIK! CHIK! Bingo sees a big, warm glowing light. They head towards it. On the way, they pass another planet. Someone else has already hatched from this one. I WONDER WHO? Bluey?! Can I have some water? Bingo and Floppy head off deeper into space. Ooooo . . . a planet! This one looks cosy. It IS cosy! BOOMP! Bingo and Floppy feel like they’re rolling up and down big blue space mountains. It’s a lot of fun. Then they find another planet - the biggest one yet. This one is a lot of fun to jump on . . . so much fun that Bluey joins in. Not much fun for Dad, though. Dad, can you sing to me? 99 bottles of thing on the wall, 99 bottles of thing... They all end up back in Mum and Dad’s room. The blanket slips off. Bingo and Floppy are left shivering in the cold. Bingo spots that warm glowing light again. On their way towards the light, they pass another planet. This one has something spinning round it - it's Floppy's friends! Floppy wants to join them. Bingo lets Floppy go. Wait, what's this? Something's heading towards Bingo! WHOOSH! But Bingo remembers that she wants to do a big-girl sleep and wake up in her own bed. Bingo stands up. I HAVE TO GO... I'M A BIG GIRL NOW. REMEMBER, I'LL ALWAYS BE HERE FOR YOU. EVEN IF YOU CAN'T SEE ME. Because I love you. Bingo floats back to where she began... but she can't fit all the pieces together. Hooray! Here comes Floppy with her friends to help. Night-night, Bingo. Night, Floppy. Thanks for everything. The Heeler house is still and quiet again. Bingo sleeps peacefully. Dad and Bluey sleep peacefully. Mum does, too. The sun begins to rise. Its rays warm Bingo. Asleep in her own bed."
snuggle_puppy_sandra_boynton,"Well, I have a thing to tell you, and it won’t take long— The way I feel about you is a kind of a song. It starts with an OOO and ends with a KISS and all along the middle, it goes something like this— It goes: OOOO SNUGGLE PUPPY OF MINE! EVERYTHING ABOUT YOU IS ESPECIALLY FINE! I love what you are. I love what you do. Fuzzy little Snuggle Puppy, I love you. I say, O O O O O! SNUGGLE PUPPY OF MINE! EVERYTHING ABOUT YOU IS ESPECIALLY FINE! I love what you are. I love what you do. OOOOOOO! I love you! Kiss! Now, I wanted just to tell you, and it didn’t take long—the way I feel about you is a kind of a song. I started with OOO I gave you a KISS I hope you liked the middle. Now we’ll end like this... (Whisper it—) OOO, Snuggle Puppy of mine! Everything about you is especially fine. I love what you are. I love what you do… (Now LOUD!) OOOOOOOOO! I love you! [BIG SMOOCH!]"
steam_train_dream_train,"Through the darkness, clickety-clack... coming closer, down the track... hold your breath so you can hear huffing, chuffing drawing near. A whistle blares out in the night: a mighty engine—wondrous sight! The smoke stack puffs, the big wheels grind. The trusty tender's close behind. Cling! Clang! The bell rings out on top. Hissing steam. Brakes squeal. Then STOP! The driver signals to the crew— each worker knows just what to do. Quick! Before it gets too late, start to load up all the freight. Everything will soon be stowed, a train car matched to every load. The crew slides back the boxcar doors and tumbles in to start their chores. They whirl, twirl, cartwheel, jump, but cargo's stowed without a bump. Things that rock and roll and spin, all are juggled safely in. The freight is loaded as they play; they work—and bounce—the night away! Building blocks, erector sets, bikes and kites and model jets— the boxcar’s made to safely haul almost anything at all! The hopper’s top is open wide, so cargo can be poured inside. The crew hops to it, one and all—they get to work and have a ball! Then with a bounce, a pounce, a leap, three boys jump in…and fall asleep. Tankers, lined up in a row, are getting filled with paints to go. Purple, yellow, green, and blue: a color convoy, coming through. The reefer car is snug and cold. Its chilly box can safely hold frozen treats for every stop, like a rolling ice cream shop! The train car’s packed. The crew sits back and chills out with a midnight snack. Ten hard workers lend a hand to fill the gondolas with sand. Sand for castles, moats, and more: sand for tunnels, sand galore! Stacked up on the autorack: six race cars for a private track! Rainbow colors, flames, and stripes, shiny engines, chromy pipes. The autorack will gently keep these fast, fast cars... all fast asleep. The well cars carry giant beasts munching on enormous feasts. Brachiosaurus likes the view, while T-rex gets a bone to chew. The flatbed cars are rolling beds. The weary crew can rest their heads, and settle in, and tuck in tight. Their work is finished for tonight. The red caboose is last in line—from the lookout, all looks fine. The freight and crew are tucked away. The next stop...is another day. A hiss, a jolt, a shift and sway, now the journey’s underway. The train’s departing, car by car. The headlight fades into the stars. Puffing, chuffing out of sight... Steam train, dream train... chhhhhh...goodnight."
the_bad_seed,"Chomp! Chomp! The little dinosaur loved eating his vegetables! I'm nuts! You're nuts! I'm a bad seed. Oh yeah. It's true. The other seeds, they look at me, and they say, That seed is SO bad! But I can hear them. I have good hearing for a seed. Well... I never put things back where they belong. I'm late to everything. I tell long jokes with no punch lines. I stare at everybody. I glare at everybody. I finish everybody’s sentences. And I never listen. And I do lots of other bad things, too. Know why? Because I’m a bad seed. I just can’t help it. Sure, I wasn’t always this bad. I was born a humble seed, on a simple sunflower, in an unremarkable field. But then the petals dropped. It's kind of a blur. Everything went dark... a giant! I thought I was a goner... I thought I was done for... I screamed and I hollered... AHHHHHH! I flew through the air, and I landed under the bleachers with a huge thud. THUD! A baaaaaaaaaaad seed. Until recently. I've made a big decision. I've decided I don't want to be a bad seed anymore. I'm ready to be happy. It's hard to be good when you're so used to being bad. But I'm trying. I'm taking it one day at a time. But I also say thank you. And I say please. And I smile. And I hold doors open for people. Not always. But sometimes. Hey, look, there goes that bad seed... Actually, he's not all that bad anymore."
the_fleas_sneeze,"On a dark, dark night  
On an old, old farm  
In a rickety, crickety  
Tumbledown barn,  
Everyone slept peacefully—

A rat, a cat,  
A black-eyed bat;  
A cow, an owl,  
A feathered fowl;  
A dog, a hog,  
An old barn frog.

Everyone slept peacefully—  
But not the flea.

No one heard him cough  
“a-heh! a-heh!”

Not even the mouse  
He used for a house;  
Or the rat, or the cat,  
Or the black-eyed bat;  
Or the cow, or the owl,  
Or the feathered fowl;  
Or the dog, or the hog,  
Or the old barn frog.  

They all slept peacefully—  
But not the flea.

No one heard him « sniffle – sniffle » !

Not even the mouse  
He used for a house;  
Or the rat, or the cat,  
Or the black-eyed bat;  
Or the cow, or the owl,  
Or the feathered fowl;  
Or the dog, or the hog,  
Or the old barn frog.

They all slept peacefully—  
But not the flea.

No one heard his garbled plea,  
""Does eddybody hab a tissue for be?""

Not even the mouse  
He used for a house;  
Or the rat, or the cat,  
Or the black-eyed bat;  
Or the cow, or the owl,  
Or the feathered fowl;  
Or the dog, or the hog,  
Or the old barn frog.  

They all slept peacefully—  
But not the flea.

Then suddenly,  
Before he could cover his snoot—

Ah-CHOO!

It scared the rat,  
Who cried ""Boohoo!""  
And woke the cat,  
Who hissed ""Mairoo!""

It baffled the bat,  
Whose eyes turned blue,  
And confused the cow,  
Who muttered “Moo Moo!”

It outraged the owl,  
Who hollered “Hoo Hoo!”  
And flustered the fowl,  
Who crowed “Cock-a-doodle-doo!”  
It daunted the dog,  
Who barked “Woo-woooo!”  
And sprayed the hog,  
Who screamed “Eeeeeeeww!”  
And reminded the frog  
Of his old nephew.

But the mouse  
The flea used for a house  
Kindly gave him a tissue.

The flea wiped his nose  
And before his eyes  
Had even closed,  
He began to doze.

For all the rest of that  
Dark, dark night  
On the old, old farm  
In the rickety, crickety  
Tumbledown barn,  
Everyone slept peacefully—  

The flea and the mouse  
He used for a house;  
The rat, the cat,  
The black-eyed bat;

The cow, the owl,  
The feathered fowl;  
Even the dog and the old barn frog.  
Everyone slept just like a log—  
Except the hog . . .

No one heard his garbled wheeze,  
“I think I’b godda sdeeze.”"
the_going_to_bed_book,"The sun has set not long ago. Now everybody goes below to take a bath in one big tub with soap all over—SCRUB SCRUB SCRUB! They hang their towels on the wall and find pajamas, big and small. With some on top and some beneath, they brush and brush and brush their teeth. And when the moon is on the rise, they all go up to exercise! Moonlight Serenade And down once more, but not so fast, they're on their way to bed at last. The day is done. They say good night, and somebody turns off the light. The moon is high. The sea is deep. They rock and rock and rock to sleep. Serious silliness for all ages."
the_goodnight_train,"The Goodnight Train gets set to roll. It's being shined and filled with coal. Wash the cars off with a hose. Scrub the engine’s dirty nose. Scrub-a-dub! Scrub-a-dub! Toot! Toot! PSSSSSHHHHHHHHH! All aboard! The sun is down. The Goodnight Train is leaving town. Find your sleepers! Grab your teddy. Climb right up! Your bed is ready! ""All tucked in,"" the porter cries. ""Pillows fluffed. Now close your eyes."" Oooo... Whoooooo...! Wheels are turning. Smoke drifts high, painting clouds up in the sky. Huff-a-puff-a! Huff-a-puff-a! Chooooooo! Chooooooo! Zzzz Slumber, lumber up the hill. Cars climb slowly up until . . . Roll the corner, rock the curve. Blankets bounce with every swerve. Rock-a, rock-a, rock-a, rock-a- Fly through a tunnel black as ink- in and out before you blink. Dreamland 20 winks ahead Catch that freight train whizzing past! The Goodnight Train is moving fast! NIGHT fell and the SILVER MOON rose high in the sky. The owls love story time at night. Cars sway on the wooden track. Wheels go click. Wheels go clack. Glide across a plain so flat. Gently toss this way and that. CLICKETY-CLACK! CLICKETY-CLACK! CLICKETY-CLACK! Curl through farms of fuzzy sheep. The sleepy train slows to a creep. Pushing toward the station’s light, cars crawl on with all their might. Chug… chug… Chug! Sweet dreams ahead,” the porter sighs. The tired train can close its eyes. Home at last, tucked in and snug, the engine snores a final “Chug!” Hush-a, hush-a, hush-a, hush-a- Sleeeeeeeeeeep. A RASCAL! Dreaming of paradise Hard cookies Milk and cookies! Good night, train. Good night."
the_little_engine_that_could,"I see a small sign with the text “vile,” and no additional viewable text is present on the page.

Dear Parent:

What's so wonderful about THE LITTLE ENGINE THAT COULD is that for more than 60 years, THE LITTLE ENGINE has helped children develop a positive ""can-do attitude."" Now it can work the same magic for your child.

When the Little Engine says, ""I think I can. I think I can,"" and does, your child will see that anything is possible—whether it's climbing a mountain…learning how to read…riding a bike…making friends…or doing well in school!

The colorful picture book you're holding is an exact replica of the original LITTLE ENGINE that first appeared in 1930. It was an instant success and every new generation has loved the story even more.

So share the LITTLE ENGINE with your youngster. You'll be giving your child the gift of confidence—the ""can-do attitude"" that can move mountains.

Sincerely

Stephen Fraser  
Senior Editor  
Weekly Reader Books  

The train ran on and on.

Chug, chug, chug. Puff, puff, puff. Ding-dong, ding-dong. The little train rumbled over the tracks. She was a happy little train for she had such a jolly load to carry. Her cars were filled full of good things for boys and girls.

There were toy animals—giraffes with long necks, Teddy bears with almost no necks at all, and even a baby elephant. Then there were dolls—dolls with blue eyes and yellow curls, dolls with brown eyes and brown bobbed heads, and the funniest little toy clown you ever saw. And there were cars full of toy engines, airplanes, tops, jack-knives, picture puzzles, books, and every kind of thing boys or girls could want.

But that was not all. Some of the cars were filled with all sorts of good things for boys and girls to eat—big golden oranges, red-cheeked apples, bottles of creamy milk for their breakfasts, fresh spinach for their dinners, peppermint drops, and lollypops for after-meal treats.

The little train was carrying all these wonderful things to the good little boys and girls on the other side of the mountain. She puffed along merrily. Then all of a sudden she stopped with a jerk. She simply could not go another inch. She tried and she tried, but her wheels would not turn.

What were all those good little boys and girls on the other side of the mountain going to do without the wonderful toys to play with and the good food to eat?

""Here comes a shiny new engine,"" said the funny little clown who jumped out of the train. ""Let us ask him to help us."" So all the dolls and toys cried out together: ""Please, Shiny New Engine, won’t you please pull our train over the mountain? Our engine has broken down, and the boys and girls on the other side won’t have any toys to play with or good food to eat unless you help us.”

But the Shiny New Engine snorted: ""I pull you? I am a Passenger Engine. I have just carried a fine big train over the mountain, with more cars than you ever dreamed of. My train had sleeping cars, with comfortable berths; a dining-car where waiters bring whatever hungry people want to eat; and parlor cars in which people sit in soft arm-chairs and look out of big plate-glass windows. I pull the likes of you? Indeed not!” And off he steamed to the roundhouse, where engines live when they are not busy.

How sad the little train and all the dolls and toys felt! Then the little clown called out, “The Passenger Engine is not the only one in the world. Here is another engine coming, a great big strong one. Let us ask him to help us.”

The little toy clown waved his flag and the big strong engine came to a stop.

“Please, oh, please, Big Engine,” cried all the dolls and toys together. “Won’t you please pull our train over the mountain? Our engine has broken down, and the good little boys and girls on the other side won’t have any toys to play with or good food to eat unless you help us.”

But the Big Strong Engine bellowed: “I am a Freight Engine. I have just pulled a big train loaded with big machines over the mountain. These machines print books and newspapers for grown-ups to read. I am a very important engine indeed. I won't pull the likes of you!"" And the Freight Engine puffed off indignantly to the roundhouse.

The little train and all the dolls and toys were very sad. “Cheer up,” cried the little toy clown. “The Freight Engine is not the only one in the world. Here comes another. He looks very old and tired, but our train is so little, perhaps he can help us.” So the little toy clown waved his flag and the dingy, rusty old engine stopped.

“Please, Kind Engine,” cried all the dolls and toys together. “Won’t you please pull our train over the mountain? Our engine has broken down, and the boys and girls on the other side won’t have any toys to play with or good food to eat unless you help us.”

But the Rusty Old Engine sighed: “I am so tired. I must rest my weary wheels. I cannot pull even so little a train as yours over the mountain. I can not. I can not. I can not.”

And off he rumbled to the roundhouse chugging, ""I can not. I can not. I can not."" Then indeed the little train was very, very sad, and the dolls and toys were ready to cry. But the little clown called out, ""Here is another engine coming, a little blue engine, a very little one, maybe she will help us.""

The very little engine came chug, chugging merrily along. When she saw the toy clown's flag, she stopped quickly.

""What is the matter, my friends?"" she asked kindly. ""Oh, Little Blue Engine,"" cried the dolls and toys. ""Will you pull us over the mountain? Our engine has broken down and the good boys and girls on the other side won’t have any toys to play with or good food to eat, unless you help us. Please, please, help us, Little Blue Engine.”

“I’m not very big,” said the Little Blue Engine. “They use me only for switching trains in the yard. I have never been over the mountain.”

“But we must get over the mountain before the children awake,” said all the dolls and the toys.

The very little engine looked up and saw the tears in the dolls’ eyes. And she thought of the good little boys and girls on the other side of the mountain who"
the_little_mouse_the_red_ripe_strawberry_and_the_big_hungry_bear,"Hello, little Mouse. What are you doing? Oh, I see. Are you going to pick that red, ripe strawberry? But, little Mouse, haven't you heard about the big, hungry Bear? Ohhh, how that Bear loves red, ripe strawberries! The big, hungry Bear can smell a red, ripe strawberry a mile away... Especially one that has just been picked. BOOM! BOOM! BOOM! The Bear will tromp through the forest on his big, hungry feet"
the_napping_house,"There is a house,  
a napping house,  
where everyone is sleeping.

And in that house  
there is a bed,  
a cozy bed  
in a napping house,  
where everyone is sleeping.

And on that bed  
there is a granny,  
a snoring granny  
on a cozy bed  
in a napping house,  
where everyone is sleeping.

And on that granny  
there is a child,  
a dreaming child  
on a snoring granny  
on a cozy bed  
in a napping house,  
where everyone is sleeping.

And on that child  
there is a dog,  
a dozing dog  
on a dreaming child  
on a snoring granny  
on a cozy bed  
in a napping house,  
where everyone is sleeping.

And on that dog  
there is a cat,  
a snoozing cat  
on a dozing dog  
on a dreaming child  
on a snoring granny  
on a cozy bed  
in a napping house,  
where everyone is sleeping.

And on that cat  
there is a mouse,  
a slumbering mouse  
on a snoozing cat  
on a dozing dog  
on a dreaming child  
on a snoring granny  
on a cozy bed  
in a napping house,  
where everyone is sleeping.

And on that mouse  
there is a flea....

Can it be?  
A wakeful flea  
on a slumbering mouse  
on a snoozing cat  
on a dozing dog  
on a dreaming child  
on a snoring granny  
on a cozy bed  
in a napping house,  
where everyone is sleeping.

Zzzzzzzzzzzz.........

A wakeful flea  
who bites the mouse,

who scares the cat,

who claws the dog,

who thumps the child,

who bumps the granny,

who breaks the bed,

in the napping house,  
where no one now is sleeping."
the_night_before_christmas,"'Twas the night before Christmas, when all through the house Not a creature was stirring, not even a mouse. The stockings were hung by the chimney with care, in hopes that Saint Nicholas soon would be there. The children were nestled all snug in their beds, while visions of sugarplums danced in their heads. 

And Mama in her kerchief, and I in my cap, had just settled down for a long winter’s nap—when out on the lawn there arose such a clatter, I sprang from my bed to see what was the matter. Away to the window I flew like a flash, tore open the shutter, and threw open the sash. 

The moon on the breast of the new-fallen snow gave a luster of midday to objects below. When what to my wondering eyes should appear, but a miniature sleigh and eight tiny reindeer, with a little old driver, so lively and quick, I knew in a moment it must be Saint Nick! 

The sleigh and eight reindeer dashed over houses...

Come on, Dasher, don't be slow! Across the moon I want to go. More rapid than eagles his coursers they came, and he whistled and shouted and called them by name. ""Now, Dasher! Now, Dancer! Now, Prancer and Vixen! On, Comet! On, Cupid! On Donder and Blitzen! To the top of the porch, to the top of the wall, now, dash away, dash away, dash away all!"" 

As dry leaves that before the wild hurricane fly, when they meet with an obstacle mount to the sky, so up to the housetop the coursers they flew, with a sleigh full of toys—and Saint Nicholas, too. And then in a twinkling, I heard on the roof, the prancing and pawing of each little hoof. 

'Twas the night before Christmas...

As I drew in my head and was turning around, down the chimney Saint Nicholas came with a bound. He was dressed all in fur from his head to his foot, and his clothes were all tarnished with ashes and soot. A bundle of toys he had flung on his back, and he looked like a peddler just opening his pack. 

His eyes, how they twinkled, his dimples, how merry! His cheeks were like roses, his nose like a cherry. His droll little mouth was drawn up like a bow, and the beard on his chin was as white as the snow. The stump of a pipe he held tight in his teeth, and the smoke, it encircled his head like a wreath. 

He had a broad face and a little round belly that shook when he laughed, like a bowl full of jelly. He was chubby and plump, a right jolly old elf, and I laughed when I saw him, in spite of myself. A wink of his eye and a twist of his head soon gave me to know I had nothing to dread. 

He spoke not a word, but went straight to his work, and filled all the stockings, then turned with a jerk, and laying a finger aside of his nose, and giving a nod, up the chimney he rose. He sprang to his sleigh, to his team gave a whistle, and away they all flew like the down of a thistle. 

But I heard him exclaim, as they drove out of sight, ""Happy Christmas to all, and to all a good night!"""
the_octonauts_and_the_frown_fish,"It was a quiet and rainy afternoon at the bottom of the ocean when Professor Inkling was dusting his dust jackets. Kwazii Kitten was watering his catnip. Tunip the Vegimal was tossing a salad. Peso Penguin was pinging. Tweak Bunny was playing a game. Captain Barnacles Bear was singing in the rain. Shellington Sea Otter was ponging. Dashi Dog was sounding the Octo-Alert!!!

The crew hurried down to HQ to find Dashi monitoring the Octopod's screens anxiously. ""There's a fish with a very big frown outside!"" she reported to the others. ""He looks so glum that all the creatures around him are starting to get upset, too!"" 

""I can't find a fish like him on the Octonet!"" Dr Shellington said excitedly. ""Could he be a new species?"" ""Octonauts, we should investigate!"" Professor Inkling declared.

Up close, the little fish looked even gloomier. “Why are you so sad?” Dashi asked with concern. But the fish only replied, “Glub, glub.” GLUB GLUB GLUB What a dilemma! None of the Octonauts spoke Frownese! 

""Perhaps if we understood his language, then we could help him,"" Dr Shellington proposed. Shellington and Dashi spent hours in the lab trying to learn Frownese, but it proved to be a very difficult language to translate. 

“I don’t think we can work much longer,” Dashi sighed. “I’m starting to feel unhappy myself! Let’s think of other ways to cheer him up.” ""Playing music with my friends always brightens my day,"" Peso shyly suggested. He invited everyone to pick up an instrument. 

As the crew gathered together to play a happy song, other creatures joined in. There was a clamcapella group, a sea horchestra and a baritone whale! Unfortunately, the Frown Fish didn't have an ear for music and continued to pout. 

""It's hard to feel sad when you're being glamorous!"" Kwazii announced with a flourish. ""Let's have a dressing-up party!"" The little fish tried on many different costumes: cowboy, ghost, princess, magic user, vampire, bumblebee, clown, doctor, ice cream, rock star, Frankenstein... but none of them could disguise his sadness. 

Dashi held up her favorite camera and asked, “Why don’t we visit the famous Snail Gardens? We could have a photography field trip!” The Octonauts took photos of big snails and little snails, striped snails and polka dot snails. The Frown Fish, however, wouldn’t even smile for the camera. 

“A game of miniature golf always tickles my fancy!” revealed Dr Shellington. The group putted and swung their way through many aquatic obstacles: sandshark traps, sea dragons and electric eel tunnels. The Frown Fish scored a hole-in-one on the King Crab course but he didn't look any happier. 

""I like working with my paws. Let's build something!"" Tweak suggested. Surrounded by gadgets and contraptions, the crew constructed a robo-tank for the Frown Fish. Tweak stood back and admired their work, “Now our friend can use his new sea legs to visit us inside the Octopod!” If possible, the Frown Fish looked even frownier! 

Tunip chirped eagerly as it led the group into the kitchen. ""Vegimals love to cook and bake. Maybe the Frown Fish is hungry?"" Dr Shellington interpreted helpfully. The whole crew set out to make their favourite pastries. They baked barnacle cakes, barnacle muffins and even a fancy barnacle soufflé. The Frown Fish ate an entire plate of biscuits, but he still looked unsatisfied. 

“There's nothing like perusing the printed word to stimulate the intellect and galvanise the imagination!” Professor Inkling exclaimed to a confused crew. “To the library, my delightful colleagues!” Professor Inkling read from his favourite book of jokes, but the Frown Fish didn't laugh once. ""Frown Fish must not have funny bones,"" Inkling decided. The other Octonauts weren't too sure... they didn't get the jokes either. 

“I always feel better after I exercise!” Captain Barnacles said. The Octonauts swooshed down the slide, clambered up the climbing frame and rode the see-saw. Peso and the Frown Fish sat on the merry-go-round while Kwazii pushed them faster and faster until... WHOOOP! The Frown Fish flew right off! 

The little fish turned... bounced... and rolled over. Everyone rushed over in alarm. They had only been trying to cheer him up, but now he might be hurt! To the Octonauts’ surprise, the Frown Fish had a BIG smile on his face! ""Of course!” Professor Inkling realised. “He’s not a frown fish… he’s an upside-down fish!” 

These whiskered fish like to spend time upside down. They also enjoy music, costume parties, field trips, miniature golf, tinkering, baking, reading and exercising. “There are different types of fish that swim upside down; it’s easier for them to spot food. This chap is a fine example of an Upside-Down Catfish!” 

Everyone laughed in relief to discover that their new friend had been smiling the whole day! The catfish made a big “ERP!” and turned himself back upside-down… or was it right side up?"
the_pout_pout_fish,"Deep in the water where the fish hang out lives a glum gloomy swimmer with an ever-present pout.

I'm a pout-pout fish with a pout-pout face, so I spread the dreary-wearies all over the place.

BLUB BLUUUB BLUUUUUB

Along comes a clam with a wide winning grin and a pearl of advice for her pal to take in:

“Hey, Mr. Fish, with your crosstown frown, don’t you think it’s time to turn it upside down?”

Says the fish to his friend, “Nice thought, Ms. Clam. I hear what you’re saying, but it’s just the way I am.”

I'm a pout-pout fish with a pout-pout face, so I spread the dreary-wearies all over the place.

BLUB BLU UUB BLU UUUB

Along comes a jellyfish. He floats through the ocean, his tentacles all trailing in a gentle locomotion.

“Hey, Mr. Fish, with your daily scaly scowl, I wish you wouldn’t greet us with a grimace and a growl.”

Says the fish to his friend, ""Mr. Jelly, I agree. I'd like to be more friendly, but it isn't up to me.

PEANUT BUTTER

I'm a pout-pout fish with a pout-pout face, so I spread the dreary-wearies all over the place.""

PEANUT BUTTER

BLUB BLUUUB BLUUUUB

Along comes a squid, quite a slender squiggly sight. She is squirmy, she is squelchy, she is slightly impolite.

“Hey, Mr. Fish, you kaleidoscope of mope, how about a smile? A little joy? A little hope?”

Says the fish to his friend, “Mrs. Squid, I would try, but I haven’t any choice. Take a look and you’ll see why.

I'm a pout-pout fish with a pout-pout face, so I spread the dreary-wearies all over the place.

BLUB BLUUUUUB BLUUUUUB

Along comes an octopus with eight great arms covered on the underside with tiny sucker charms.

“Hey, Mr. Fish, let me tell it to you straight. Your hulky-bulky sulking is an unattractive trait!”

Says the fish to his friend, ""Mr. Eight, my chum, with a mouth like mine I am destined to be glum.

I'm a pout-pout fish with a pout-pout face, so I spread the dreary-wearies all over the place.""

BLUB BLUUUUB BLUUUUB

Now along comes a fish in a silent silver shimmer. The gang has never seen before this bright and brilliant swimmer.

She approaches Mr. Fish, but instead of saying hey . . .

**Snort**

She plants a kiss upon his pout and then she swims away.

Mr. Fish is most astounded. Mr. Fish is just aghast. He is stone-faced like a statue. Then he blinks, and speaks at last:

“My friends,” says Mr. Fish, “I should have known it all along. I thought that I was pouty, but it turns out I was wrong.

I'm a kiss-kiss fish with a kiss-kiss face for spreading cheery-cheeries all over the place!

So I'll... Smooch Smooch Smooch Smooch

SMOOOOOOOOCH!"
